# BUSCO version is: 5.8.2 
# The lineage dataset is: mollusca_odb12 (Creation date: 2025-04-11, number of genomes: 36, number of BUSCOs: 4421)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
27582at6447	Complete	JASFXZ010000025.1	9609717	9592522	-	658.0	551
27630at6447	Complete	JASFXZ010000033.1	6542234	6551140	+	842.6	494
27639at6447	Complete	JASFXZ010000013.1	11334711	11343720	+	869.0	392
27677at6447	Fragmented	JASFXZ010000012.1	14748879	14750840	+	55.1	65
27712at6447	Complete	JASFXZ010000024.1	10823967	10827086	+	283.2	168
27716at6447	Complete	JASFXZ010000012.1	18379352	18367613	-	1034.8	558
27786at6447	Complete	JASFXZ010000015.1	9302318	9310595	+	384.7	246
27827at6447	Complete	JASFXZ010000002.1	44875726	44866414	-	870.7	607
27844at6447	Complete	JASFXZ010000012.1	11630595	11619983	-	229.4	278
27918at6447	Complete	JASFXZ010000014.1	16926194	16930973	+	895.9	431
27960at6447	Complete	JASFXZ010000008.1	16220596	16213078	-	544.2	367
27967at6447	Complete	JASFXZ010000027.1	276577	277929	+	469.7	297
27980at6447	Complete	JASFXZ010000024.1	2878354	2899490	+	1426.2	808
27984at6447	Complete	JASFXZ010000010.1	2635260	2636177	+	555.4	304
28008at6447	Complete	JASFXZ010000027.1	3660645	3637821	-	1432.3	705
28017at6447	Complete	JASFXZ010000030.1	3477975	3491072	+	729.3	410
28041at6447	Complete	JASFXZ010000005.1	26261706	26259626	-	299.5	195
28056at6447	Complete	JASFXZ010000010.1	18935919	18968038	+	1512.8	1056
28085at6447	Complete	JASFXZ010000009.1	4802138	4788136	-	1703.5	842
28090at6447	Complete	JASFXZ010000030.1	2778360	2765767	-	446.5	222
28102at6447	Complete	JASFXZ010000010.1	17888085	17900630	+	461.6	252
28155at6447	Complete	JASFXZ010000031.1	2599633	2598191	-	722.8	403
28171at6447	Complete	JASFXZ010000021.1	3409462	3397821	-	394.4	293
28229at6447	Complete	JASFXZ010000014.1	6540316	6525532	-	410.0	301
28230at6447	Complete	JASFXZ010000005.1	26434187	26439264	+	933.3	492
28268at6447	Complete	JASFXZ010000038.1	1494416	1500073	+	395.6	190
28277at6447	Complete	JASFXZ010000019.1	7411499	7393541	-	1692.1	886
28345at6447	Complete	JASFXZ010000016.1	5183232	5194626	+	1102.5	633
28366at6447	Missing
28367at6447	Fragmented	JASFXZ010000008.1	15726629	15737567	+	715.2	455
28402at6447	Complete	JASFXZ010000017.1	4036999	4010825	-	689.8	374
28405at6447	Complete	JASFXZ010000013.1	1189659	1149624	-	3711.1	1644
28418at6447	Fragmented	JASFXZ010000087.1	412455	417090	+	271.8	139
28425at6447	Complete	JASFXZ010000009.1	14832107	14851575	+	668.3	390
28453at6447	Complete	JASFXZ010000036.1	1946131	1961401	+	1213.3	673
28466at6447	Complete	JASFXZ010000014.1	1159126	1167786	+	1196.7	716
28480at6447	Complete	JASFXZ010000032.1	6538696	6561883	+	1217.6	872
28504at6447	Complete	JASFXZ010000025.1	4320232	4299424	-	861.9	453
28512at6447	Complete	JASFXZ010000001.1	42980703	42993636	+	205.3	225
28515at6447	Complete	JASFXZ010000002.1	994575	978081	-	759.4	488
28532at6447	Complete	JASFXZ010000003.1	2822781	2825699	+	388.2	195
28576at6447	Complete	JASFXZ010000027.1	3081073	3077812	-	297.2	166
28583at6447	Complete	JASFXZ010000001.1	24747058	24754956	+	328.7	358
28599at6447	Complete	JASFXZ010000008.1	5128230	5142608	+	1305.7	666
28639at6447	Complete	JASFXZ010000008.1	7032978	7064044	+	870.7	522
28645at6447	Complete	JASFXZ010000011.1	15067216	15090456	+	1745.4	1053
28672at6447	Complete	JASFXZ010000016.1	3124955	3117800	-	1654.0	1277
28736at6447	Complete	JASFXZ010000002.1	30776040	30778521	+	232.3	152
28782at6447	Complete	JASFXZ010000003.1	14033598	14036693	+	207.7	102
28783at6447	Complete	JASFXZ010000008.1	4643217	4638220	-	653.5	435
28784at6447	Complete	JASFXZ010000001.1	11827097	11798714	-	1953.2	1419
28809at6447	Complete	JASFXZ010000004.1	32951858	32958782	+	392.0	264
28823at6447	Complete	JASFXZ010000018.1	8152103	8137753	-	850.7	465
28883at6447	Complete	JASFXZ010000030.1	1637355	1674252	+	550.7	330
28886at6447	Complete	JASFXZ010000039.1	473585	479533	+	328.6	156
28889at6447	Complete	JASFXZ010000017.1	8124525	8137987	+	1101.8	600
28919at6447	Missing
28960at6447	Complete	JASFXZ010000012.1	13153610	13148889	-	347.0	201
28974at6447	Complete	JASFXZ010000015.1	12435214	12428505	-	612.8	354
28983at6447	Complete	JASFXZ010000034.1	6330534	6383549	+	1872.4	1058
29011at6447	Complete	JASFXZ010000003.1	6789815	6784393	-	525.6	339
29080at6447	Missing
29088at6447	Complete	JASFXZ010000013.1	8748536	8757397	+	307.7	195
29117at6447	Complete	JASFXZ010000001.1	11181689	11172576	-	667.9	352
29120at6447	Fragmented	JASFXZ010000004.1	30433330	30426417	-	243.4	177
29127at6447	Complete	JASFXZ010000019.1	6219087	6202232	-	1180.7	677
29170at6447	Complete	JASFXZ010000005.1	22864915	22898252	+	394.3	397
29171at6447	Complete	JASFXZ010000001.1	14932661	14958340	+	928.4	548
29193at6447	Complete	JASFXZ010000001.1	41187126	41182070	-	617.6	366
29267at6447	Complete	JASFXZ010000003.1	10856360	10852157	-	410.0	280
29289at6447	Complete	JASFXZ010000017.1	13949937	13951955	+	345.5	360
29306at6447	Complete	JASFXZ010000032.1	8660087	8652314	-	764.6	452
29331at6447	Complete	JASFXZ010000031.1	3241046	3220318	-	892.7	517
29335at6447	Complete	JASFXZ010000012.1	8613564	8627280	+	606.4	407
29382at6447	Complete	JASFXZ010000003.1	10914976	10899740	-	634.1	332
29510at6447	Complete	JASFXZ010000010.1	1424549	1439489	+	1511.4	929
29529at6447	Complete	JASFXZ010000035.1	1106718	1119152	+	400.8	197
29545at6447	Complete	JASFXZ010000028.1	3768139	3737113	-	773.3	451
29552at6447	Complete	JASFXZ010000002.1	54454462	54446830	-	314.3	245
29586at6447	Fragmented	JASFXZ010000003.1	34761968	34750684	-	595.9	354
29591at6447	Complete	JASFXZ010000003.1	33954127	33916059	-	1069.0	723
29613at6447	Complete	JASFXZ010000025.1	7386917	7367067	-	946.7	523
29694at6447	Complete	JASFXZ010000010.1	20541903	20535993	-	779.5	497
29733at6447	Complete	JASFXZ010000047.1	137298	128561	-	554.5	296
29780at6447	Complete	JASFXZ010000092.1	323553	315860	-	694.6	365
29809at6447	Complete	JASFXZ010000032.1	6769951	6758435	-	452.9	265
29815at6447	Complete	JASFXZ010000011.1	4313584	4343413	+	1106.2	667
29864at6447	Complete	JASFXZ010000040.1	4298431	4286333	-	715.8	506
29917at6447	Complete	JASFXZ010000012.1	12053185	12045269	-	521.2	320
29933at6447	Complete	JASFXZ010000011.1	15112227	15119154	+	557.7	330
29983at6447	Complete	JASFXZ010000001.1	42830367	42835039	+	635.6	430
30015at6447	Complete	JASFXZ010000006.1	23181378	23183950	+	763.8	539
30064at6447	Complete	JASFXZ010000005.1	24690991	24639670	-	454.0	320
30068at6447	Complete	JASFXZ010000010.1	364946	368064	+	742.7	411
30074at6447	Complete	JASFXZ010000034.1	3162942	3201711	+	2341.5	1964
30090at6447	Complete	JASFXZ010000001.1	57533436	57537691	+	1345.3	750
30100at6447	Complete	JASFXZ010000041.1	4710628	4715792	+	633.0	417
30123at6447	Missing
30145at6447	Complete	JASFXZ010000021.1	12517392	12500592	-	1596.7	791
30173at6447	Complete	JASFXZ010000017.1	15340640	15333732	-	345.8	218
30189at6447	Complete	JASFXZ010000040.1	1896795	1914050	+	845.5	499
30190at6447	Complete	JASFXZ010000007.1	10817869	10779575	-	360.3	209
30224at6447	Complete	JASFXZ010000010.1	20782220	20756122	-	934.5	451
30229at6447	Complete	JASFXZ010000001.1	27319885	27321851	+	497.5	350
30300at6447	Complete	JASFXZ010000012.1	4440438	4428695	-	824.9	545
30306at6447	Complete	JASFXZ010000010.1	6492800	6493960	+	591.5	343
30320at6447	Complete	JASFXZ010000027.1	2401984	2410162	+	479.7	275
30325at6447	Complete	JASFXZ010000001.1	48524539	48502523	-	1077.4	571
30349at6447	Complete	JASFXZ010000006.1	12901240	12909142	+	718.0	325
30377at6447	Complete	JASFXZ010000024.1	9088457	9079533	-	582.6	375
30409at6447	Complete	JASFXZ010000025.1	2789927	2788818	-	641.9	359
30429at6447	Complete	JASFXZ010000080.1	433429	430973	-	216.1	117
30454at6447	Complete	JASFXZ010000002.1	50598737	50587976	-	472.2	323
30461at6447	Complete	JASFXZ010000031.1	374361	362009	-	708.0	503
30508at6447	Complete	JASFXZ010000021.1	3719990	3718238	-	423.1	199
30557at6447	Complete	JASFXZ010000003.1	11453346	11436220	-	168.2	173
30559at6447	Complete	JASFXZ010000015.1	10035648	10017380	-	818.9	497
30570at6447	Complete	JASFXZ010000038.1	3419631	3413712	-	354.4	244
30574at6447	Complete	JASFXZ010000027.1	4480170	4524627	+	2365.1	1326
30603at6447	Complete	JASFXZ010000031.1	6763859	6777105	+	670.9	373
30640at6447	Complete	JASFXZ010000098.1	341008	330976	-	461.6	256
30703at6447	Fragmented	JASFXZ010000018.1	14053749	14058049	+	119.9	134
30710at6447	Complete	JASFXZ010000027.1	1292932	1280005	-	875.6	483
30714at6447	Complete	JASFXZ010000001.1	29451025	29436495	-	732.7	381
30737at6447	Missing
30750at6447	Missing
30775at6447	Complete	JASFXZ010000004.1	24994416	24992828	-	410.0	213
30805at6447	Complete	JASFXZ010000002.1	42634377	42651583	+	1056.9	796
30812at6447	Complete	JASFXZ010000001.1	57425255	57443436	+	2040.8	961
30863at6447	Complete	JASFXZ010000008.1	16036688	16026143	-	539.6	279
30937at6447	Complete	JASFXZ010000027.1	4181065	4176301	-	302.0	181
30949at6447	Fragmented	JASFXZ010000024.1	10907424	10903342	-	402.2	232
30996at6447	Complete	JASFXZ010000043.1	352718	334909	-	711.9	495
31000at6447	Complete	JASFXZ010000020.1	124237	134597	+	199.2	215
31007at6447	Complete	JASFXZ010000079.1	530051	518840	-	612.7	373
31028at6447	Complete	JASFXZ010000037.1	457992	480254	+	980.4	610
31047at6447	Complete	JASFXZ010000006.1	8302149	8308968	+	810.2	397
31065at6447	Complete	JASFXZ010000016.1	5870401	5849208	-	915.0	555
31131at6447	Complete	JASFXZ010000001.1	41368578	41382444	+	508.0	315
31148at6447	Complete	JASFXZ010000003.1	35039365	35083568	+	677.3	445
31206at6447	Complete	JASFXZ010000021.1	4402142	4419457	+	708.2	373
31211at6447	Complete	JASFXZ010000004.1	11111592	11099953	-	870.6	518
31262at6447	Complete	JASFXZ010000002.1	11696140	11663837	-	1264.9	714
31279at6447	Complete	JASFXZ010000014.1	6020499	6029820	+	423.2	268
31297at6447	Complete	JASFXZ010000009.1	15439509	15437447	-	502.0	326
31307at6447	Complete	JASFXZ010000032.1	8621122	8637778	+	1442.8	853
31321at6447	Complete	JASFXZ010000002.1	40357810	40343254	-	1060.2	573
31347at6447	Complete	JASFXZ010000020.1	2922800	2918340	-	367.5	197
31350at6447	Complete	JASFXZ010000004.1	32361391	32326270	-	1281.9	830
31360at6447	Complete	JASFXZ010000038.1	3278682	3285577	+	557.5	322
31366at6447	Complete	JASFXZ010000014.1	15905735	15873341	-	632.3	484
31433at6447	Complete	JASFXZ010000008.1	17240573	17235174	-	568.9	295
31445at6447	Fragmented	JASFXZ010000033.1	7272724	7275803	+	248.0	225
31461at6447	Complete	JASFXZ010000001.1	45042571	45051371	+	737.2	475
31473at6447	Complete	JASFXZ010000008.1	17860444	17864283	+	410.3	260
31479at6447	Complete	JASFXZ010000001.1	49520664	49425533	-	1954.6	1313
31557at6447	Complete	JASFXZ010000029.1	6178294	6123269	-	566.0	370
31561at6447	Complete	JASFXZ010000001.1	9233060	9226365	-	814.5	397
31578at6447	Complete	JASFXZ010000006.1	24664003	24680178	+	953.8	592
31586at6447	Complete	JASFXZ010000004.1	22723412	22727628	+	539.7	287
31588at6447	Complete	JASFXZ010000001.1	26318576	26318040	-	389.3	178
31625at6447	Complete	JASFXZ010000002.1	39887000	39878653	-	863.7	495
31630at6447	Complete	JASFXZ010000003.1	6892527	6886520	-	249.5	174
31631at6447	Complete	JASFXZ010000014.1	14060490	14062912	+	329.2	178
31651at6447	Complete	JASFXZ010000011.1	14914191	14893624	-	849.7	529
31688at6447	Duplicated	JASFXZ010000015.1	18506210	18514637	+	769.9	433
31688at6447	Duplicated	JASFXZ010000036.1	1435518	1448595	+	771.4	431
31728at6447	Complete	JASFXZ010000034.1	6122453	6128097	+	631.3	286
31740at6447	Complete	JASFXZ010000016.1	8481329	8454992	-	1889.0	1333
31742at6447	Complete	JASFXZ010000004.1	36114116	36153685	+	1312.1	751
31763at6447	Complete	JASFXZ010000017.1	4581209	4574365	-	1103.1	528
31768at6447	Complete	JASFXZ010000032.1	7851252	7819617	-	3750.6	2166
31793at6447	Complete	JASFXZ010000078.1	504399	510558	+	693.0	386
31795at6447	Complete	JASFXZ010000001.1	1790815	1786032	-	581.3	309
31810at6447	Complete	JASFXZ010000029.1	7477324	7479637	+	762.1	431
31824at6447	Complete	JASFXZ010000018.1	13076718	13074407	-	190.6	103
31835at6447	Complete	JASFXZ010000001.1	5994624	5986555	-	794.3	418
31947at6447	Fragmented	JASFXZ010000003.1	4619651	4614978	-	461.5	206
31958at6447	Complete	JASFXZ010000003.1	27082706	27059092	-	384.4	186
31967at6447	Complete	JASFXZ010000001.1	13298583	13273392	-	925.8	555
31971at6447	Complete	JASFXZ010000059.1	1036894	1054797	+	675.8	424
32010at6447	Complete	JASFXZ010000017.1	5248266	5256316	+	517.8	296
32011at6447	Complete	JASFXZ010000042.1	407797	402505	-	526.9	247
32034at6447	Complete	JASFXZ010000004.1	24954190	24939563	-	437.0	340
32054at6447	Complete	JASFXZ010000005.1	20911680	20922018	+	879.8	465
32060at6447	Complete	JASFXZ010000100.1	61671	83783	+	812.2	504
32075at6447	Fragmented	JASFXZ010000038.1	4147616	4137781	-	603.4	284
32077at6447	Complete	JASFXZ010000002.1	5213231	5257542	+	1754.2	1165
32094at6447	Complete	JASFXZ010000052.1	1176995	1179947	+	462.2	257
32096at6447	Complete	JASFXZ010000007.1	13300648	13307639	+	422.3	266
32125at6447	Complete	JASFXZ010000082.1	401335	409092	+	1599.1	1306
32132at6447	Complete	JASFXZ010000012.1	3323996	3318537	-	342.9	186
32163at6447	Complete	JASFXZ010000055.1	1268268	1252680	-	660.2	445
32220at6447	Complete	JASFXZ010000010.1	17553529	17562118	+	503.5	241
32259at6447	Complete	JASFXZ010000002.1	27009083	27002271	-	926.7	421
32314at6447	Missing
32341at6447	Complete	JASFXZ010000014.1	17456283	17465320	+	414.6	212
32355at6447	Complete	JASFXZ010000013.1	19277125	19268113	-	677.3	369
32559at6447	Complete	JASFXZ010000006.1	21212926	21218801	+	859.9	496
32614at6447	Complete	JASFXZ010000030.1	5291484	5309899	+	770.8	495
32631at6447	Complete	JASFXZ010000001.1	22328142	22330122	+	669.4	457
32651at6447	Missing
32656at6447	Complete	JASFXZ010000025.1	10765908	10733443	-	633.6	479
32694at6447	Complete	JASFXZ010000033.1	2188496	2182854	-	470.8	240
32700at6447	Complete	JASFXZ010000032.1	8469003	8464810	-	1021.8	681
32707at6447	Complete	JASFXZ010000031.1	3731101	3723033	-	410.7	342
32709at6447	Complete	JASFXZ010000042.1	1901476	1910168	+	402.8	266
32714at6447	Complete	JASFXZ010000012.1	8430212	8411696	-	1731.6	865
32715at6447	Complete	JASFXZ010000016.1	199644	220225	+	1163.4	700
32726at6447	Complete	JASFXZ010000008.1	3275521	3277173	+	504.8	272
32768at6447	Complete	JASFXZ010000013.1	10423970	10439809	+	841.9	416
32811at6447	Complete	JASFXZ010000002.1	28899760	28891735	-	765.3	407
32824at6447	Complete	JASFXZ010000002.1	37762063	37786140	+	902.2	438
32838at6447	Complete	JASFXZ010000033.1	4018286	4043233	+	697.0	454
32843at6447	Complete	JASFXZ010000001.1	36882410	36872539	-	967.1	439
32860at6447	Complete	JASFXZ010000008.1	14864126	14872914	+	506.6	274
32894at6447	Complete	JASFXZ010000073.1	842513	838632	-	537.2	293
32969at6447	Complete	JASFXZ010000040.1	4571583	4581431	+	871.5	470
32998at6447	Complete	JASFXZ010000040.1	4307722	4316013	+	672.2	403
33018at6447	Complete	JASFXZ010000010.1	9593023	9599305	+	387.8	179
33034at6447	Complete	JASFXZ010000005.1	31961581	31966539	+	523.5	220
33048at6447	Complete	JASFXZ010000007.1	9147234	9144579	-	383.2	211
33109at6447	Complete	JASFXZ010000005.1	26444208	26455771	+	802.4	530
33143at6447	Complete	JASFXZ010000039.1	1228758	1252663	+	1619.9	971
33153at6447	Complete	JASFXZ010000006.1	14217176	14236363	+	785.6	430
33158at6447	Complete	JASFXZ010000050.1	217633	225839	+	510.3	280
33170at6447	Complete	JASFXZ010000003.1	385113	355689	-	995.4	610
33178at6447	Complete	JASFXZ010000001.1	5447449	5455335	+	871.2	477
33190at6447	Complete	JASFXZ010000004.1	24906438	24914036	+	437.2	265
33197at6447	Complete	JASFXZ010000002.1	53216468	53149146	-	1020.9	640
33265at6447	Complete	JASFXZ010000004.1	10116872	10111539	-	374.6	297
33268at6447	Complete	JASFXZ010000041.1	4660302	4657275	-	252.5	182
33328at6447	Complete	JASFXZ010000008.1	20189504	20199873	+	396.4	265
33331at6447	Complete	JASFXZ010000009.1	11879044	11857598	-	669.7	395
33346at6447	Complete	JASFXZ010000002.1	11995845	11951533	-	1188.2	782
33395at6447	Complete	JASFXZ010000007.1	18614590	18607969	-	467.4	307
33398at6447	Complete	JASFXZ010000026.1	3656420	3641063	-	507.2	268
33445at6447	Complete	JASFXZ010000021.1	8712020	8719932	+	465.6	241
33457at6447	Complete	JASFXZ010000005.1	21309109	21304157	-	387.6	268
33504at6447	Complete	JASFXZ010000008.1	10460732	10473520	+	764.3	436
33520at6447	Complete	JASFXZ010000010.1	18871028	18905013	+	538.7	313
33540at6447	Complete	JASFXZ010000001.1	9929853	9909014	-	173.7	159
33543at6447	Complete	JASFXZ010000029.1	9503820	9496061	-	654.0	385
33563at6447	Complete	JASFXZ010000045.1	2554004	2555320	+	301.8	234
33565at6447	Complete	JASFXZ010000003.1	23644604	23634312	-	465.9	258
33587at6447	Complete	JASFXZ010000001.1	22080133	22071375	-	802.8	600
33603at6447	Complete	JASFXZ010000010.1	17843554	17771958	-	3093.5	1739
33628at6447	Complete	JASFXZ010000038.1	3385047	3408533	+	2862.2	1559
33641at6447	Complete	JASFXZ010000018.1	11365209	11379323	+	1556.4	761
33649at6447	Complete	JASFXZ010000017.1	14647777	14626057	-	866.4	395
33655at6447	Complete	JASFXZ010000002.1	34406477	34402058	-	476.6	234
33692at6447	Complete	JASFXZ010000021.1	10544529	10582274	+	811.2	455
33818at6447	Complete	JASFXZ010000003.1	38051946	38054110	+	237.9	166
33862at6447	Complete	JASFXZ010000032.1	4829353	4831770	+	328.7	195
33887at6447	Complete	JASFXZ010000021.1	11908207	11998862	+	675.5	389
33913at6447	Complete	JASFXZ010000032.1	4986119	5035080	+	420.0	235
33920at6447	Complete	JASFXZ010000011.1	10868879	10865573	-	320.0	167
33923at6447	Missing
33936at6447	Complete	JASFXZ010000021.1	814310	807364	-	489.8	418
33949at6447	Complete	JASFXZ010000025.1	10569257	10499743	-	2365.7	1565
34021at6447	Complete	JASFXZ010000032.1	6771314	6779277	+	620.4	353
34040at6447	Complete	JASFXZ010000002.1	33724757	33735182	+	408.7	362
34066at6447	Complete	JASFXZ010000008.1	9074414	9057532	-	1251.5	716
34123at6447	Complete	JASFXZ010000008.1	1207866	1194090	-	693.2	399
34133at6447	Complete	JASFXZ010000002.1	6563828	6576768	+	543.3	291
34181at6447	Complete	JASFXZ010000002.1	33538962	33533504	-	661.7	403
34182at6447	Complete	JASFXZ010000002.1	23387025	23397528	+	1090.2	494
34187at6447	Complete	JASFXZ010000034.1	3858184	3859521	+	558.9	355
34211at6447	Complete	JASFXZ010000027.1	5209810	5216665	+	567.0	356
34231at6447	Complete	JASFXZ010000015.1	9491866	9486249	-	482.5	373
34236at6447	Complete	JASFXZ010000047.1	116165	97527	-	506.1	311
34283at6447	Complete	JASFXZ010000003.1	30754404	30758369	+	332.0	183
34297at6447	Complete	JASFXZ010000006.1	20088775	20067152	-	913.7	610
34305at6447	Complete	JASFXZ010000005.1	24309976	24324584	+	1176.5	761
34333at6447	Complete	JASFXZ010000037.1	2248494	2255281	+	350.2	210
34371at6447	Complete	JASFXZ010000001.1	18334315	18353519	+	830.7	432
34471at6447	Complete	JASFXZ010000003.1	31602940	31644059	+	776.9	391
34475at6447	Complete	JASFXZ010000012.1	10897392	10898783	+	774.3	451
34479at6447	Complete	JASFXZ010000027.1	7679372	7657505	-	1647.3	862
34502at6447	Complete	JASFXZ010000021.1	13380593	13367157	-	873.2	520
34516at6447	Complete	JASFXZ010000002.1	37611082	37595277	-	1305.0	852
34545at6447	Complete	JASFXZ010000010.1	9556480	9553875	-	361.1	177
34549at6447	Complete	JASFXZ010000005.1	20268450	20297179	+	1387.9	819
34565at6447	Complete	JASFXZ010000016.1	1139315	1126216	-	514.3	301
34579at6447	Complete	JASFXZ010000008.1	7099504	7078068	-	543.5	302
34608at6447	Complete	JASFXZ010000036.1	3122371	3127310	+	270.9	176
34631at6447	Complete	JASFXZ010000001.1	22495513	22493813	-	549.0	520
34642at6447	Complete	JASFXZ010000052.1	597607	602544	+	347.6	208
34656at6447	Complete	JASFXZ010000040.1	1525570	1499911	-	493.1	283
34671at6447	Complete	JASFXZ010000038.1	4724952	4719171	-	280.6	183
34672at6447	Complete	JASFXZ010000013.1	1301107	1309026	+	287.0	195
34676at6447	Complete	JASFXZ010000032.1	8682363	8680722	-	141.0	81
34697at6447	Complete	JASFXZ010000005.1	17841242	17832995	-	776.6	470
34706at6447	Complete	JASFXZ010000017.1	2739159	2746707	+	456.1	255
34731at6447	Complete	JASFXZ010000066.1	175525	166322	-	996.3	432
34756at6447	Complete	JASFXZ010000002.1	2131768	2142165	+	639.4	366
34765at6447	Complete	JASFXZ010000010.1	17763334	17769266	+	721.4	348
34766at6447	Complete	JASFXZ010000014.1	16923882	16922177	-	161.4	110
34790at6447	Complete	JASFXZ010000014.1	6917229	6899505	-	387.6	242
34793at6447	Fragmented	JASFXZ010000001.1	5200314	5198102	-	235.6	179
34802at6447	Complete	JASFXZ010000023.1	8307112	8315408	+	623.5	362
34804at6447	Complete	JASFXZ010000001.1	839505	844355	+	532.4	254
34820at6447	Complete	JASFXZ010000029.1	8877948	8888664	+	1173.3	617
34821at6447	Complete	JASFXZ010000002.1	52530281	52544496	+	1537.6	730
34825at6447	Complete	JASFXZ010000027.1	2303848	2307989	+	522.3	422
34828at6447	Complete	JASFXZ010000002.1	10288699	10292480	+	505.5	350
34836at6447	Complete	JASFXZ010000040.1	4560219	4527721	-	1890.7	1299
34857at6447	Complete	JASFXZ010000060.1	293700	274834	-	821.1	412
34930at6447	Complete	JASFXZ010000032.1	6435867	6416723	-	626.5	321
34972at6447	Complete	JASFXZ010000013.1	747422	733931	-	850.4	491
34979at6447	Complete	JASFXZ010000002.1	29927708	29933332	+	263.7	194
34984at6447	Complete	JASFXZ010000003.1	5279202	5291906	+	986.1	655
34993at6447	Complete	JASFXZ010000002.1	41325117	41334488	+	658.6	424
34997at6447	Fragmented	JASFXZ010000041.1	3355815	3369607	+	857.7	486
35027at6447	Missing
35053at6447	Complete	JASFXZ010000017.1	10114381	10108094	-	763.0	383
35055at6447	Complete	JASFXZ010000002.1	50865887	50874238	+	397.3	217
35056at6447	Complete	JASFXZ010000066.1	68728	82939	+	402.0	231
35064at6447	Complete	JASFXZ010000002.1	38196054	38133062	-	1541.9	857
35095at6447	Complete	JASFXZ010000003.1	10575842	10588550	+	1073.2	667
35132at6447	Complete	JASFXZ010000025.1	3509214	3512131	+	580.9	388
35178at6447	Complete	JASFXZ010000005.1	20244209	20240236	-	364.2	254
35201at6447	Complete	JASFXZ010000001.1	57854833	57873868	+	1258.6	851
35268at6447	Complete	JASFXZ010000002.1	53390707	53410174	+	973.1	575
35294at6447	Complete	JASFXZ010000028.1	3285397	3293712	+	756.0	497
35328at6447	Complete	JASFXZ010000001.1	25950992	25968818	+	1104.7	598
35355at6447	Complete	JASFXZ010000002.1	13184789	13177964	-	539.3	273
35374at6447	Complete	JASFXZ010000002.1	2737102	2771533	+	1752.8	958
35424at6447	Duplicated	JASFXZ010000003.1	34344038	34343010	-	528.7	282
35424at6447	Duplicated	JASFXZ010000003.1	34324374	34297585	-	482.3	282
35500at6447	Complete	JASFXZ010000010.1	10639919	10684130	+	1163.9	828
35536at6447	Complete	JASFXZ010000014.1	8996843	8987000	-	243.0	215
35588at6447	Complete	JASFXZ010000012.1	8895780	8906890	+	484.0	323
35592at6447	Complete	JASFXZ010000008.1	15589462	15591911	+	213.2	135
35675at6447	Complete	JASFXZ010000044.1	2993264	3010360	+	925.6	430
35684at6447	Complete	JASFXZ010000003.1	20304472	20288629	-	501.5	268
35776at6447	Missing
35777at6447	Complete	JASFXZ010000059.1	1167880	1173224	+	270.9	155
35829at6447	Complete	JASFXZ010000014.1	16722195	16732957	+	724.0	459
35833at6447	Complete	JASFXZ010000071.1	413697	450315	+	1708.8	860
35847at6447	Complete	JASFXZ010000012.1	15644101	15654200	+	593.9	341
35860at6447	Complete	JASFXZ010000001.1	18734762	18745183	+	1229.3	541
35894at6447	Complete	JASFXZ010000009.1	12658874	12646643	-	1001.1	519
35900at6447	Complete	JASFXZ010000041.1	4571024	4555740	-	586.3	315
35910at6447	Duplicated	JASFXZ010000002.1	8599873	8590885	-	842.3	392
35910at6447	Duplicated	JASFXZ010000027.1	598468	589480	-	842.3	392
35922at6447	Complete	JASFXZ010000012.1	4592820	4600564	+	672.6	363
35949at6447	Complete	JASFXZ010000043.1	2005977	2028065	+	1013.3	615
36054at6447	Complete	JASFXZ010000008.1	18374205	18377009	+	364.5	169
36080at6447	Fragmented	JASFXZ010000003.1	25440640	25437478	-	277.6	190
36109at6447	Complete	JASFXZ010000047.1	2268757	2269566	+	425.2	261
36157at6447	Duplicated	JASFXZ010000013.1	15697630	15654593	-	652.3	401
36157at6447	Duplicated	JASFXZ010000013.1	7839019	7872882	+	649.5	401
36210at6447	Complete	JASFXZ010000093.1	89229	93969	+	294.9	177
36214at6447	Complete	JASFXZ010000003.1	16513100	16541432	+	953.5	540
36264at6447	Complete	JASFXZ010000001.1	7261476	7256425	-	449.6	304
36286at6447	Complete	JASFXZ010000017.1	6969736	7000757	+	805.5	434
36287at6447	Complete	JASFXZ010000018.1	13733387	13725644	-	653.9	376
36336at6447	Duplicated	JASFXZ010000004.1	37977532	37982020	+	558.0	275
36336at6447	Duplicated	JASFXZ010000038.1	4470734	4475218	+	558.0	275
36343at6447	Complete	JASFXZ010000008.1	18702080	18676809	-	1186.1	754
36370at6447	Complete	JASFXZ010000001.1	10240037	10246675	+	369.5	201
36404at6447	Complete	JASFXZ010000080.1	576310	588093	+	830.7	631
36460at6447	Complete	JASFXZ010000031.1	4488481	4495678	+	607.2	347
36463at6447	Complete	JASFXZ010000028.1	296944	292696	-	391.4	236
36483at6447	Complete	JASFXZ010000027.1	2636094	2628917	-	613.4	433
36587at6447	Complete	JASFXZ010000005.1	1116314	1131137	+	567.5	357
36593at6447	Complete	JASFXZ010000002.1	21534448	21571203	+	828.9	567
36619at6447	Complete	JASFXZ010000008.1	11679658	11660512	-	1697.0	848
36620at6447	Complete	JASFXZ010000006.1	1001669	1014484	+	1307.3	904
36661at6447	Missing
36663at6447	Complete	JASFXZ010000001.1	12417192	12432875	+	550.7	404
